NB_DECES_PIETON;NB_BLESSES_PIETON;NB_DECES_VELO;NB_BLESSES_VELO;RUE_ACCDN;CD_GENRE_ACCDN
0;1;0;0;BD CHEVRIER;32
0;0;0;1;BELLEVUE;33
0;0;0;1;STE FOY;33
0;0;0;1;DE LYON;33
0;1;0;0;PANAMA;32
0;1;0;0;NOBERT;32
0;1;0;0;;32
0;1;0;0;CH CHAMBLY;32
0;1;0;0;CH DE TOURAINE;32
0;1;0;0;OVILA HAMEL;32
0;1;0;0;ROLAND THERRIEN;32
0;1;0;0;TASCHEREAU;32
0;1;0;0;TASCHEREAU;32
0;1;0;0;PAPINEAU;32
0;1;0;0;ROBERVAL;32
0;1;0;0;STE FOY ET BOURASSA;32
0;0;0;1;CAMPBELL;33
0;1;0;0;DU COLISEE;32
0;1;0;0;CH DE CHAMBLY;32
0;1;0;0;CANTIN;32
0;2;0;0;CARTIER;32
0;1;0;0;TASCHEREAU;32
0;1;0;0;;32
0;1;0;0;AUMONT;32
0;1;0;0;CH CHAMBLY;32
0;1;0;0;SEIGNEURIAL O;32
0;1;0;0;BELLEVUE;32
0;0;0;1;LAFAYETTE FACE AU;33
0;1;0;0;CH CHAMBLY;32
0;1;0;0;LAPINIERE;32
0;1;0;0;ROLAND THERRIEN;32
0;1;0;0;ST GEORGES;32
0;1;0;0;TASCHEREAU;32
0;0;0;1;LAPINIERE;33
0;3;0;0;ROME;32
0;1;0;0;BD CURE POIRIER O;32
0;1;0;0;TASCHEREAU;32
0;1;0;0;PRINCE CHARLES;32
0;0;0;1;AUTEUIL;33
0;1;0;0;;32
0;1;0;0;ROBERVAL;32
0;1;0;0;MONTARVILLE;32
0;1;0;0;PAQUETTE;32
0;1;0;0;TASCHEREAU;32
0;1;0;0;MONTARVILLE;32
0;1;0;0;JOLIETTE;32
0;1;0;0;CHAMBLY;32
0;1;0;0;VINI GAMBIN;32
0;1;0;0;GDE AL;32
0;1;0;0;CH CHAMBLY;32
0;1;0;0;LAPINIERE;32
0;1;0;0;BD DES PRDES;32
0;0;0;1;ROME;33
0;1;0;0;BD TASCHEREAU;32
0;0;0;1;LASALINE;33
0;0;0;1;PERRON;33
0;1;0;0;RTE 132;32
0;0;0;1;CH HAENDEL;33
0;1;0;0;ST HENRI;32
0;0;0;1;DE LA MAIRIE;33
0;0;0;1;AV IBERVILLE;33
0;0;0;1;DES ECLUSES;33
0;0;0;1;BD DE L INDUSTRIE;33
0;1;0;0;AVIGNON;32
0;1;0;0;MTEE DES BOULEAUX;32
0;0;0;1;BD MONCHAMP;33
0;0;0;1;BD DES ECLUSES;33
0;0;0;1;ST PIERRE;33
0;0;0;1;BD MONCHAMP;33
0;0;0;1;BD TASCHEREAU;33
0;0;0;1;ST LAURENT;33
0;1;0;0;RTE 132;32
0;0;0;1;BD MARIE VICTORIN;33
0;0;0;1;RTE 132;33
0;0;0;1;BD MARIE VICTORIN;33
0;0;0;1;DE L EGLISE ET DES SOURCES;33
0;1;0;0;AV BALMORAL;32
0;0;0;1;BD MONCHAMP;33
0;0;0;1;BD MARIE VICTORIN;33
0;1;0;0;1ERE AV;32
0;0;0;1;BD DE L INDUSTRIE;33
0;1;0;0;ST PIERRE;32
0;0;0;1;;33
0;1;0;0;RTE 132;32
0;1;0;0;DES MERISIERS;32
0;1;0;0;CH DE ST JEAN;32
0;1;0;0;MAURICE;32
0;1;0;0;CUSSON;32
0;0;0;1;STE CATHERINE O;33
0;1;0;0;BD GOUIN;32
0;1;0;0;RTE 104;32
0;1;0;0;BD ST LUC;32
0;1;0;0;PIERRE CAISSE;32
0;0;0;0;RTE 133;32
0;1;0;0;SEMINAIRE;32
0;0;0;1;ST GERARD;33
0;0;0;1;RITA;33
0;0;0;1;SEMINAIRE;33
0;0;0;1;JACQUES CARTIER S;33
0;0;0;1;JOURDONNAIE;33
0;0;0;1;BD D IBERVILLE;33
0;1;0;0;SEMINAIRE N;32
0;0;0;1;SEMINAIRE N;33
0;1;0;0;PIERRE CAISSE;32
0;0;0;1;BD DU SEMINAIRE N;33
0;0;0;1;GD BERNIER CH N;33
0;0;0;1;CHAMPLAIN;33
0;0;0;1;SEMINAIRE;33
0;1;0;0;BAILLARGEON;32
0;0;0;1;ST GERMAIN;33
0;1;0;0;ST JACQUES;32
0;0;0;1;SEMINAIRE N;33
0;0;0;1;SEMINAIRE N;33
0;0;0;1;OMER MARCIL;33
0;1;0;0;SEMINAIRE;32
0;0;0;1;BD DU SEMINAIRE N;33
0;1;0;0;FRONTENAC;32
0;1;0;0;DU QUAI;32
0;1;0;0;CHOQUETTE;32
0;0;0;1;PIERRE CAISSE;33
0;0;0;1;JACQUES CARTIER S;33
0;0;0;1;ST PAUL;33
0;1;0;0;ST PAUL;32
0;0;0;1;JEANNE ROBERT;33
0;1;0;0;ST CHARLES;32
0;1;0;0;BD NORMANDIE;32
0;0;0;1;BD SEMINAIRE N;33
0;0;0;0;5E AV;33
0;0;0;0;CH DE LA GDE LIGNE;33
0;1;0;0;GAUDETTE;32
0;0;0;1;BD SEMINAIRE;33
0;0;0;1;ST LOUIS;33
0;1;0;0;PRAIRIE;32
0;0;0;1;SEMINAIRE N;33
0;0;0;1;MAILLOUX;33
0;0;0;1;BD DU SEMINAIRE N;33
0;0;0;1;ST GERARD;33
0;1;0;0;ST JACQUES;32
0;0;0;1;GD BERNIER S;33
0;1;0;0;SEMINAIRE N;32
0;1;0;0;AV LANDRY;32
0;1;0;0;ST JACQUES;32
0;1;0;0;BD SEMINAIRE N;32
0;1;0;0;COUSINS;32
0;1;0;0;PIERRE CAISSE;32
0;1;0;0;RIENDEAU;32
0;1;0;0;DE DIEPPE;32
0;0;0;1;ST JACQUES;33
0;1;0;0;STE THERESE;32
0;1;0;0;BD SEMINAIRE N;32
0;1;0;0;BOUCHER;32
0;0;0;1;JACQUES CARTIER N;33
0;0;0;1;CH DES PATRIOTES;33
0;1;0;0;FRANQUET;32
0;1;0;0;QUEVILLON;32
0;1;0;0;BD LAURIER;32
0;1;0;0;CH COTE BISSONNETTE;32
0;0;0;1;BEAUCHAMP;33
0;1;0;0;BOURGOGNE;32
0;1;0;0;DU PLATEAU;32
0;1;0;0;SIR W LAURIER ET H CHARBONNEAU;32
0;0;0;1;HERTEL;33
0;0;0;1;HENRI BOURASSA;33
0;0;0;1;HONORIUS CHARBONNEAU;33
0;0;0;1;DES JACINTHE;33
0;1;0;0;DE LA GABELLE;32
0;0;0;1;CH OZIAS LEDUC;33
0;1;0;0;BRUNELLE;32
0;0;0;1;ST JEAN BAPTISTE;33
0;0;0;2;YVON L HEUREUX N;33
0;0;0;1;RTE MARIE VICTORIN;33
0;0;0;1;BOURGOGNE;33
0;0;0;1;LEBEL;33
0;0;0;1;BD DE LA MARINE;33
0;0;0;1;PERIGNY;33
0;0;0;1;BORDUAS;33
0;0;0;1;MARIE VICTORIN;33
0;1;0;0;OSCAR VIAU;32
0;0;0;1;DUPRE;33
0;0;0;1;;33
0;0;0;1;BD PERIGNY;33
0;1;0;0;BD RICHELIEU;32
0;0;0;1;SIR WILFRID LAURIER;33
0;0;0;1;RG DU RUISSEAU EN FACE;33
0;1;0;0;JULES CHOQUET;32
0;0;0;1;CH DES PATRIOTES;33
0;0;0;1;ARMAND FRAPPIER;33
0;0;0;1;PRINCIPALE;33
0;0;0;2;MARIE VICTORIN;33
0;0;0;1;CH DES PATRIOTES;33
0;1;0;0;BD SIR WILFRID LAURIER;32
0;1;0;0;LAPALME;32
0;0;0;1;N-D;33
0;1;0;0;SIR WILFRID LAURIER;32
0;1;0;0;PRINCIPALE;32
0;0;0;1;ST ANTOINE;33
0;0;0;1;CH RICHELIEU;33
0;0;0;1;DU PONCEAU;33
0;0;0;1;CARTIER;33
0;0;0;1;DE L EGLISE S;33
0;0;0;1;MARTIN;33
0;0;0;1;BD SIR WILFRID LAURIER;33
0;0;0;1;BOURGOGNE;33
0;0;0;1;LAURIER;33
0;2;0;0;ST JOSEPH;32
0;0;0;1;MTEE STE JULIE;33
0;1;0;0;HAUTS BOIS;32
0;0;0;1;BD FRECHETTE;33
0;0;0;1;BD WILFRID LAURIER;33
0;1;0;0;DE NIVERVILLE;32
0;1;0;0;PERIGNY;32
0;0;0;1;RAYMOND DUPUY;33
0;0;0;1;N P LAPIERRE;33
0;0;0;1;FRONTENAC;33
0;0;0;1;FRECHETTE;33
0;0;0;1;3E RUE;33
0;0;0;1;PERIGNY;33
0;0;0;1;NORMANDIE;33
0;0;0;1;RICHELIEU;33
0;1;0;0;BD PERIGNY;32
0;1;0;0;BORDUAS;32
0;1;0;0;DE ROME;32
0;1;0;0;CH DE LA MONTAGNE;32
0;0;0;1;RENE GAULTIER;33
0;1;0;0;ST ANTOINE;32
0;0;0;1;RICHELIEU;33
0;1;0;0;DUVERNAY;32
0;1;0;0;DE LA SOURCE;32
0;0;0;1;PRINCIPALE;33
0;1;0;0;NORMANDIE;32
0;1;0;0;ST JEAN BAPTISTE;32
0;1;0;0;BD D ANJOU;32
0;1;0;0;PRINCIPALE;32
0;1;0;0;BD D ANJOU;32
0;0;0;1;;33
0;1;0;0;PRINCE;32
0;0;0;1;FOURNIER;33
0;0;0;1;BD D ANJOU;33
0;0;0;1;BD ST JEAN BAPTISTE;33
0;0;0;1;SULLIVAN;33
0;1;0;0;ELLICE;32
0;0;0;1;;33
0;0;0;1;ST JEAN BAPTISTE;33
0;0;0;1;HEBERT;33
0;1;0;0;BD ST JEAN BAPTISTE;32
0;0;0;1;DES ORMES;33
0;0;0;1;MARS;33
0;1;0;0;LEONIE PARADIS;32
0;0;0;1;;33
0;0;0;1;SALABERRY S;33
0;0;0;1;DU PARC E;33
0;1;0;0;BD ST JOSEPH;32
0;0;0;1;RICHELIEU;33
0;0;0;1;;33
0;0;0;1;SALABERRY N;33
0;0;0;1;BD ST JEAN BAPTISTE;33
0;0;0;1;ST JEAN BAPTISTE;33
0;0;0;1;BD MAPLE GROVE;33
0;0;0;1;ELLICE;33
1;0;0;0;BD RENE LEVESQUE;32
0;0;0;1;BD D ANJOU;33
0;1;0;0;BD ST FRANCIS;32
0;0;0;1;ANJOU;33
0;1;0;0;ALBERT LEGAULT;32
0;1;0;0;BD BRISEBOIS;32
0;1;0;0;DUPUIS;32
0;0;0;1;BD D ANJOU;33
0;1;0;0;BD ST JEAN BAPTISTE;32
0;0;0;1;ST LOUIS;33
0;1;0;0;BD ST FRANCOIS;32
0;1;0;0;MTEE ST ISIDORE;32
0;0;0;1;BD ST JEAN BAPTISTE;33
0;1;0;0;LAUZON;32
0;1;0;0;AV NORMAND;32
0;1;0;0;PRINCIPALE;32
0;1;0;0;ST JEAN BAPTISTE;32
0;0;0;1;BD D ANJOU;33
0;1;0;0;BD MAPLE;32
0;0;0;0;CH ST LOUIS;33
0;1;0;0;BD ST JEAN BAPTISTE;32
0;0;0;1;;33
1;0;0;0;KESSEU;32
0;1;0;0;ASHINI;32
0;0;0;1;MESSEK EN FACE;33
0;1;0;0;MAX GROS LOUIS;32
0;0;0;1;;33
0;1;0;0;BD GCIP;32
0;1;0;0;AV DEQUEN;32
0;1;0;0;MIKECIW;32
0;1;0;0;INTERSECTION AMIST ET TEIKATNAW;32
0;0;0;1;;33
0;1;0;0;PINE STREET;32
0;1;0;0;;32
0;1;0;0;PARKING LOT 136 AMANDA ST;32
0;1;0;0;CHAMPS ELYSEES;32
1;0;0;0;DOCTEUR TREMBLAY;32
0;1;0;0;MONFORT;32
0;1;0;0;ST JEAN BAPTISTE;32
0;1;0;0;GDE BAIE N;32
0;1;0;0;JOLIET;32
0;1;0;0;BD MELLON;32
0;1;0;0;BD TALBOT PRES DU 2834;32
0;1;0;0;ST VALIER;32
0;0;0;1;BD STE GENEVIEVE;33
0;1;0;0;BD STE GENEVIEVE;32
0;1;0;0;ST PIERRE;32
0;1;0;0;RACINE E;32
0;1;0;0;JOULE;32
0;1;0;0;BD SAGUENAY O;32
0;1;0;0;;32
1;0;0;0;BD ROYAUME;32
0;0;0;1;BD STE GENEVIEVE;33
0;1;0;0;STE URSULE;32
0;0;0;1;BD GDE BAIE S;33
0;0;0;1;BD RENE LEVESQUE;33
0;1;0;0;BD STE GENEVIEVE;32
0;0;0;0;BD SAGUENAY ET POWEL;33
0;0;0;1;BAGOT;33
0;1;0;0;DES AGATHES;32
0;1;0;0;ST ALBERT STAT;32
0;0;0;1;DES JESUITES;33
0;1;0;0;BD HARVEY;32
0;0;0;1;DE LA GALLAIRDE;33
0;1;0;0;TALBOT;32
0;0;0;1;6E AV;33
0;0;0;1;BESY;33
0;0;0;1;ST DOMINIQUE;33
0;0;0;1;DE L ENERGIE;33
0;1;0;0;;32
0;0;0;1;DE TILLY;33
0;0;0;1;BD DU ROYAUME;33
0;1;0;0;BD UNIVERSITE;32
0;0;0;1;DUBUC;33
0;0;0;1;RTE TADOUSSAC;33
0;0;0;1;BAGOT;33
0;1;0;0;BD RENE LEVESQUE;32
0;0;0;1;JACQUES CARTIER E;33
0;1;0;0;STE ANNE;32
0;1;0;0;BD HARVEY ET ST DAVID;32
0;0;0;1;DE MONFFORT;33
0;1;0;0;PRICE E;32
0;0;0;1;BD GDE BAIE S;33
0;1;0;0;ST HUBERT;32
1;0;0;0;BD SAGUENAY;32
0;1;0;0;ROUSSEL;32
0;1;0;0;OLIVAR ASSELIN;32
0;0;0;1;BD UNIVERSITE;33
0;1;0;0;TALBOT;32
0;1;0;0;BEGIN;32
0;1;0;0;BD TALBOT;32
0;1;0;0;BD HAWEY;32
0;0;0;1;BD HARVEY;33
0;1;0;0;SYDENHAM;32
0;1;0;0;ST HUBERT;32
0;0;0;1;BD DU ROYAUME;33
0;1;0;0;JACQUES CARTIER E;32
0;1;0;0;GERMAIN;32
0;1;0;0;BD SEIGNEURIE O;32
0;1;0;0;101 E AV E;32
0;1;0;0;JEAN DALLAIRE;32
0;1;0;0;DES PRELES FACE;32
0;1;0;0;CH COTE ST LOUIS E;32
0;0;0;1;;33
0;1;0;0;;32
0;0;0;1;BD CURE LABELLE;33
0;0;0;1;;33
0;0;0;1;DES BOLETS;33
0;0;0;1;CURE LABELLE;33
1;0;0;0;BD FONTAINEBLEAU;32
0;0;0;1;;33
0;1;0;0;DE RICHELIEU;32
0;1;0;0;BD CHATEAUX;32
0;1;0;0;BD CURE LABELLE;32
0;0;0;1;REGIMENT D ARTILLERIE;33
0;1;0;0;HECTOR JOLY;32
0;1;0;0;SEIGNEURIE;32
0;1;0;0;COMMANDANT;32
0;1;0;0;ST GEORGES;32
0;1;0;0;DEMARTIGNY;32
0;1;0;0;DES LAURENTIDES;32
1;0;0;0;GRIGNON;32
0;1;0;0;DE MARTIGNY;32
0;0;0;1;36E AV;33
0;1;0;0;LABELLE;32
0;1;0;0;PARENT;32
0;1;0;0;OUIMET;32
0;1;0;0;DU GD HERON;32
0;0;0;1;LABELLE;33
0;1;0;0;LAURENTIDES;32
0;1;0;0;GIGUERE;32
0;1;0;0;DU PALAIS;32
0;0;0;1;FOURNIER;33
0;0;0;1;GRIGNON STAT;33
0;1;0;0;DE MARTIGNY;32
0;0;0;1;FILION;33
0;1;0;0;LATOUR;32
0;1;0;0;BD J B ROLLAND;32
0;1;0;0;FOURNIER;32
0;0;0;1;BD CURE LABELLE;33
0;0;0;1;DES LACS;33
0;1;0;0;BELANGER;32
0;1;0;0;BD LACHAPELLE;32
0;0;0;1;23E AV;33
0;0;0;1;36E AV;33
0;0;0;1;MELANCON;33
0;1;0;0;LABELLE;32
0;0;0;1;LACHAINE;33
0;0;0;1;BD DES HAUTEURS;33
0;0;0;1;LA SALETTE;33
0;0;0;1;GAUTHIER;33
0;0;0;1;MARCHAND;33
0;0;0;1;FILION;33
0;0;0;1;FOURNIER;33
0;0;0;1;BD MAURICE;33
0;1;0;0;ST JOSEPH;32
0;1;0;0;GAUTHIER;32
0;0;0;1;106E AV;33
0;1;0;0;LATOUR;32
0;0;0;1;ST FAUSTIN;33
0;1;0;0;BLONDIN;32
0;0;0;1;DE MONTIGNY;33
0;0;0;1;BRIERE;33
0;0;0;1;ST GEORGES;33
0;0;0;1;BD DES HAUTEURS;33
0;1;0;0;LOUIS BOURQUE;32
0;1;0;0;LANGLOIS;32
0;1;0;0;MELANCON;32
0;0;0;1;ST GEORGES;33
0;0;0;0;LAURENTIDE;33
0;1;0;0;;32
0;1;0;0;36E AV;32
0;1;0;0;OUIMET;32
0;1;0;0;;32
0;1;0;0;DE MONTIGNY;32
0;1;0;0;LABELLE;32
0;1;0;0;MGR DUBOIS;32
0;1;0;0;;32
0;1;0;0;BD LABELLE;32
0;1;0;0;GDES TOURELLES;32
0;1;0;0;MTEE LESAGE;32
0;1;0;0;GDE AL;32
0;1;0;0;COTE N;32
0;2;0;0;BLAINVILLE O;32
0;1;0;0;BLAINVILLE O;32
0;0;0;1;GDE COTE;33
0;0;0;1;MTEE SANCHE;33
0;0;0;1;BLAINVILLE E;33
0;0;0;1;;33
0;1;0;0;LABELLE;32
0;1;0;0;GDE AL;32
0;0;0;1;CURE LABELLE;33
0;0;0;1;BD LABELLE;33
0;2;0;0;CURE LABELLE;32
0;1;0;0;TASH;32
0;0;0;1;BD DES MILLE ILES E;33
0;0;0;1;DU DOMAINE;33
0;0;0;0;ELZEARD BOUFFIER ET BOISCHATEL;32
0;1;0;0;TURGEON;32
0;0;0;1;BOUTHILLIER;33
0;0;0;1;;33
0;0;0;1;LABELLE BD;33
0;0;0;1;JEAN PIERRE;33
0;0;0;1;;33
0;0;0;1;TURGEON;33
0;0;0;1;BLAINVILLE O;33
0;1;0;0;BD LABELLE;32
0;1;0;0;LABELLE;32
0;1;0;0;MTEE SANCHE;32
0;0;0;1;;33
0;0;0;1;ST LOUIS;33
0;1;0;0;CURE LABELLE;32
0;0;0;1;VAL D AJOL BD;33
0;0;0;1;BD GDE AL;33
0;0;0;1;GDE COTE;33
0;1;0;0;RENE A ROBERT;32
0;1;0;0;CONSTANT;32
0;1;0;0;LABELLE;32
0;1;0;0;BD RENE A ROBERT;32
0;0;0;1;ROLAND DURAND;33
0;0;0;1;MTEE SANCHE;33
0;1;0;0;ST CHARLES;32
0;0;0;1;BLAINVILLE E;33
0;0;0;1;BD LABELLE;33
0;0;0;1;BD BLAINVILLE O;33
0;0;0;1;GDE COTE;33
0;1;0;0;ST HONORE;32
0;1;0;0;LAVERENDRIE;32
0;0;0;1;GDE COTE ET WILLOWTREE;33
0;1;0;0;BD ADOLPHE CHAPLEAU;32
0;1;0;0;DE LA PORTNEUF;32
0;2;0;0;MTEE DES PIONNIERS;32
0;1;0;0;DOYLE;32
0;1;0;0;BD STE ANNE;32
1;0;0;0;ALEXADNRE;32
0;1;0;0;ST PIERRE;32
0;1;0;0;DU PARC PHILIPPE VILLENEUVE;32
0;1;0;0;MTEE GAGNON;32
1;0;0;0;5E AV;32
0;1;0;0;RG ST FRANCOIS STAT;32
0;1;0;0;BD LAURIER;32
0;1;0;0;BD STE ANNE;32
0;1;0;0;CARRE DU RUISSELET;32
0;1;0;0;DU LEVRAULT;32
0;1;0;0;GUERIN;32
0;1;0;0;BD DES SEIGNEURS;32
0;0;0;1;CH DES ANGLAIS;33
0;1;0;0;COTE DE TERREBONNE;32
0;1;0;0;ST PIERRE;32
0;1;0;0;CH GASCON;32
0;0;0;1;MTEE MASSON;33
0;1;0;0;BD STE ANNE;32
0;1;0;0;3E AV;32
0;0;0;1;ST LOUIS;33
0;1;0;0;BD STE ANNE;32
0;0;0;2;BD DES SEIGNEURS;33
0;0;0;2;GUERIN;33
0;0;0;1;CH ST CHARLES;33
0;0;0;1;CH ST CHARLES;33
0;0;0;1;DE L EXPRESS;33
0;0;0;1;JOSEPH GUAY;33
0;1;0;0;BD DES SEIGNEURS;32
0;0;0;1;GAGNON;33
0;1;0;0;BD LAURIER;32
0;0;0;1;;33
0;1;0;0;HECTOR CHARTRAND;32
0;0;0;1;GDE AL;33
0;0;0;1;BD MOODY;33
0;0;0;1;COTE DE TERREBONNE;33
0;0;0;1;BD SEIGNEURS;33
0;0;0;1;CH GASCON;33
0;1;0;0;CH GASCON;32
0;0;0;1;BD DES PLATEAUX;33
0;1;0;0;BD DES SEIGNEURS;32
0;1;0;0;DES BLES D'OR;32
0;0;0;1;BD MOODY;33
0;1;0;0;ST ANTOINE;32
0;0;0;1;BD MOODY;33
0;0;0;1;CH ST STANISLAS;33
0;0;0;1;CH ST CHARLES;33
0;0;0;1;BD LAURIER;33
0;0;0;1;CHAPLEAU;33
0;0;0;1;RTE 335;33
0;1;0;0;MTEE DES PIONNIERS;32
0;0;0;1;BD ADOLPHE CHAPLEAU;33
0;1;0;0;BERNARD;32
0;1;0;0;NORMAND;32
0;0;0;1;CH GASCON;33
0;1;0;0;OUELLETTE;32
0;0;0;1;CH GASCON;33
0;0;0;1;GUERIN;33
0;1;0;0;VENDELAC;32
0;0;0;1;CH DES QUARANTES ARPENTS;33
0;1;0;0;JOHN F KENNEDY;32
0;0;0;1;CH GASCON;33
0;1;0;0;LANGLOIS;32
0;0;0;1;BD ADOLPHE CHAPLEAU;33
0;1;0;0;DE LA LOIRE;32
0;1;0;0;MTEE DES PIONNIERS;32
0;1;0;0;MTEE DES PIONNIERS;32
0;1;0;0;BD LAURIER;32
0;1;0;0;25E AV;32
0;1;0;0;INDUSTRIEL;32
0;1;0;0;CH D OKA;32
0;1;0;0;GDE COTE;32
0;1;0;0;HECTOR LANTHIER;32
0;1;0;0;25E AV;32
0;1;0;0;CH DE LA GDE COTE;32
0;0;0;1;DU MOULIN;33
0;1;0;0;ST LAURENT;32
0;0;0;1;LAURIER;33
0;0;0;1;ST EUSTACHE;33
0;0;0;1;ARTHUR SAUVE;33
0;0;0;1;SAUVE;33
0;0;0;1;ARTHUR SAUVE;33
0;1;0;0;ARTHUR SAUVE;32
0;1;0;0;AV MATHERS;32
0;1;0;0;DUBOIS;32
0;0;0;1;AV MATHERS;33
0;1;0;0;NANTEL;32
0;1;0;0;SAUVE;32
0;0;0;1;GDE COTE;33
0;0;0;1;HEMOND;33
0;0;0;1;25E AV;33
0;0;0;1;ARTHUR SAUVE;33
0;0;0;2;PRIMEAU;33
0;0;0;1;25E AV;33
0;0;0;1;GRIGNON;33
0;1;0;0;DUBOIS;32
0;1;0;0;SAUVE;32
0;1;0;0;61E AV;32
0;0;0;1;ARTHUR SAUVE;33
0;1;0;0;ALBERT MONDOUX;32
0;1;0;0;FERE;32
0;1;0;0;;32
0;1;0;0;CH D OKA;32
0;0;0;1;20E AV;33
0;0;0;1;CH OKA;33
0;0;0;1;BD DES PRDES;33
0;0;0;1;20E AV;33
0;0;0;1;20E AV;33
0;0;0;1;DES MELEZES;33
0;0;0;1;CH OKA;33
0;0;0;1;BD DEUX MONTAGNES;33
0;0;0;1;BD PROULX;33
0;0;0;1;20E AV;33
0;0;0;1;PRINCIPAL;33
0;0;0;1;20E AV;33
0;0;0;1;BD DES PRDES;33
0;0;0;1;20E AV;33
0;0;0;1;LOUISE;33
0;1;0;0;2(E AV;32
0;1;0;0;CH OKA;32
0;0;0;1;20E AV;33
0;0;0;1;20E AV;33
0;0;0;1;PRINCIPAL;33
0;0;0;1;20E AV;33
0;0;0;1;20E AV;33
0;1;0;0;ERABLIERE;32
0;1;0;0;DES BOSQUETS;32
0;1;0;0;20E AV;32
0;1;0;0;9E AV;32
0;1;0;0;BD DEUX MONTAGNES;32
0;1;0;0;CH OKA;32
0;0;0;1;20E AV;33
0;1;0;0;CH D OKA;32
0;1;0;0;20E AV;32
0;1;0;0;;32
0;1;0;0;COLBERT;32
0;0;0;1;BENJAMIN MOREAU;33
0;1;0;0;N-D;32
0;1;0;0;BEAUCHESNE;32
0;1;0;0;PARMENTIER;32
0;1;0;0;MISTASSINI;32
0;1;0;0;IBERVILLE;32
0;0;0;1;N-D FACE AU 424;33
0;1;0;0;N-D STAT;32
0;1;0;0;BRIEN SUPER C;32
0;1;0;0;LACOMBE;32
0;1;0;0;IBERVILLE;32
0;0;0;1;;33
0;0;0;1;;33
0;1;0;0;IBERVILLE;32
0;0;0;1;DENIS;33
0;1;0;0;ST PAUL;32
0;1;0;0;PHILIPPE GOULET FACE;32
0;1;0;0;IBERVILLE;32
0;0;0;1;N-D;33
0;1;0;0;BASILE ROUTHIER;32
0;0;0;1;IBERVILLE;33
0;0;0;1;IBERVILLE;33
0;0;0;1;CHERRIER;33
0;0;0;1;;33
0;1;0;0;EMILE DES PINS;32
0;1;0;0;LAFOREST LE GARDEUR;32
0;0;0;1;IBERVILLE;33
0;0;0;1;N-D DES CHAMPS;33
0;1;0;0;JUNEAU;32
0;1;0;0;BRIEN;32
0;0;0;1;LANGELIER;33
0;2;0;0;IBERVILLE;32
0;0;0;1;BENJAMIN MOREAU;33
0;0;0;1;BD IBERVILLE;33
0;0;0;1;N-D;33
0;0;0;1;VALMONT;33
0;1;0;0;;32
0;1;0;0;CHERRIER;32
0;1;0;0;CAMILLE;32
0;1;0;0;BD BRIEN;32
0;1;0;0;;32
0;0;0;1;;33
0;0;0;1;;33
0;0;0;1;;33
0;1;0;0;;32
0;1;0;0;ANGE GARDIEN N;32
0;1;0;0;DORVAL;32
0;0;0;1;ANGE GARDIEN;33
0;1;0;0;DES SULPICIENS;32
0;0;0;1;;33
0;1;0;0;DORVAL;32
0;1;0;0;DORVAL;32
0;1;0;0;;32
0;0;0;1;;33
0;0;0;1;BAS L ASSOMPTION N;33
0;1;0;0;BRIEN;32
0;1;0;0;;32
0;1;0;0;BD MARSEILLE;32
0;0;0;1;CH DES ANGLAIS;33
0;0;0;1;MTEE MASSON;33
0;0;0;1;;33
0;1;0;0;CH STE MARIE;32
0;1;0;0;CH ST HENRI;32
0;0;0;1;CH DES ANGLAIS;33
0;0;0;1;MTEE MASSON;33
0;1;0;0;AV MATHIEU;32
0;0;0;1;BD MASCOUCHE;33
0;0;0;1;MTEE MASSON;33
0;1;0;0;CHARLES;32
0;0;0;1;MTEE DE L EGLISE;33
0;0;0;1;COTE DES ANGES;33
0;0;0;1;ST SIMON;33
0;0;0;1;CHARLES;33
0;0;0;1;ST AUGUSTIN;33
0;1;0;0;BD ST AUGUSTIN;32
0;1;0;0;LAPOINTE;32
0;1;0;0;DUBOIS;32
0;1;0;0;OUELLETTE;32
0;1;0;0;CURE LABELLE;32
0;1;0;0;CURE LABELLE;32
0;1;0;0;JEAN SIMON;32
0;1;0;0;BD ST CANUT;32
0;1;0;0;BD STE ADELE;32
0;1;0;0;;32
0;1;0;0;CH DES VOYAGEURS;32
0;1;0;0;CHARBONNEAU;32
0;1;0;0;DE ST JOVITE;32
0;1;0;0;DE LA DIABLE;32
0;2;0;0;ST JOVITE;32
0;0;0;1;LEONARD;33
0;1;0;0;RTE 117;32
0;1;0;0;LEONARD;32
0;2;0;0;DE ST JOVITE RTE 327;32
0;1;0;0;DE ST JOVITE;32
0;1;0;0;DE ST JOVITE;32
0;1;0;0;BD CHAREST;32
0;1;0;0;QUAI ST ANDRE;32
0;2;0;0;ORMIERE;32
0;1;0;0;18E RUE;32
0;1;0;0;HENRI BOURASSA;32
0;1;0;0;L ORMIERE;32
0;1;0;0;PIE XI N;32
0;1;0;0;1RE AV;32
0;1;0;0;LOUIS FRECHETTE;32
0;0;0;0;WILFRID HAMEL;32
0;1;0;0;8E AV;32
0;1;0;0;DE PORT LOUIS;32
0;1;0;0;RTE DE L EGLISE;32
0;1;0;0;DORCHESTER;32
0;1;0;0;BELVEDERE;32
0;1;0;0;1ER AV;32
0;1;0;0;GDE ALLEE;32
0;1;0;0;WATT;32
0;1;0;0;ORMIERE;32
0;1;0;0;COTILLON;32
0;0;0;1;BD LANGELIER;33
0;1;0;0;AV JEANNE MANCE;32
0;1;0;0;PEUPLIERS O;32
